Number of Schools by Management and Year of Establishment                              Report Id : 1001,,,,,,,,
Report Generated By NIC,,,,Report Export Date :06 Mar 2025 09:49 PM,,,,
Academic Year:undefined,,State Name :all,,District Name :none,,Block Name :none,,
,,Present Management of School,,,,,,
Location,Establishment Year,State Govt,Central Govt,Govt Aided,Private,Others,Total School,Cumulative Total School
Telangana,1866,1,0,0,0,0,1,1
Telangana,1856,1,0,0,0,0,1,1
Telangana,1855,0,0,0,1,0,1,1
Telangana,1852,0,0,3,0,0,3,3
Telangana,1834,0,0,0,2,0,2,2
Tripura,2022,1,0,0,1,0,2,2
Tripura,2021,1,0,0,0,0,1,1
Tripura,2020,1,0,0,1,1,3,3
Tripura,2019,4,1,0,2,0,7,7
Tripura,2018,2,2,0,10,5,19,19
Tripura,2017,18,1,0,8,8,35,35
Tripura,2016,5,0,0,4,6,15,15
Tripura,2015,6,0,0,7,14,27,27
Tripura,2014,5,0,0,13,6,24,24
Tripura,2013,37,0,0,13,8,58,58
Tripura,2012,2,0,0,15,25,42,42
Tripura,2011,62,0,0,15,11,88,88
Tripura,2010,68,3,0,19,9,99,99
Tripura,2009,366,0,0,17,5,388,388
Tripura,2008,4,0,0,20,5,29,29
Tripura,2007,204,2,0,8,1,215,215
Tripura,2006,113,0,0,12,3,128,128
Tripura,2005,94,0,0,8,3,105,105
Tripura,2004,258,0,0,15,1,274,274
Tripura,2003,29,0,0,11,4,44,44
Tripura,2002,15,0,0,14,1,30,30
Tripura,2001,19,0,0,7,1,27,27
Tripura,2000,28,0,0,12,1,41,41
Tripura,1999,22,0,0,10,2,34,34
Tripura,1998,7,0,0,8,4,19,19
Tripura,1997,18,0,0,13,14,45,45
Tripura,1996,17,0,0,11,9,37,37
Tripura,1995,21,1,0,4,22,48,48
Tripura,1994,29,0,0,8,3,40,40
Tripura,1993,12,1,0,4,1,18,18
Tripura,1992,39,0,0,6,3,48,48
Tripura,1991,4,1,0,7,2,14,14
Tripura,1990,20,0,2,1,5,28,28
Tripura,1989,82,0,1,5,1,89,89
Tripura,1988,58,1,0,1,2,62,62
Tripura,1987,64,0,0,8,0,72,72
Tripura,1986,78,0,0,9,2,89,89
Tripura,1985,43,0,0,4,2,49,49
Tripura,1984,42,2,0,6,0,50,50
Tripura,1983,61,1,1,5,15,83,83
Tripura,1982,142,0,0,2,2,146,146
Tripura,1981,135,0,0,2,3,140,140
Tripura,1980,43,0,0,3,6,52,52
Tripura,1979,52,0,0,2,4,58,58
Tripura,1978,59,0,0,1,2,62,62
Tripura,1977,24,0,0,1,3,28,28
Tripura,1976,45,0,0,1,2,48,48
Tripura,1975,38,0,2,0,1,41,41
Tripura,1974,35,0,2,1,3,41,41
Tripura,1973,36,0,0,0,1,37,37
Tripura,1972,59,0,0,1,8,68,68
Tripura,1971,43,0,2,0,1,46,46
Tripura,1970,30,0,1,1,4,36,36
Tripura,1969,20,0,1,0,0,21,21
Tripura,1968,31,0,0,0,2,33,33
Tripura,1967,28,1,1,1,0,31,31
Tripura,1966,24,0,0,0,0,24,24
Tripura,1965,56,0,2,0,1,59,59
Tripura,1964,41,0,0,0,0,41,41
Tripura,1963,41,0,2,0,0,43,43
Tripura,1962,79,0,1,0,1,81,81
Tripura,1961,54,0,0,0,0,54,54
Tripura,1960,65,0,1,0,3,69,69
Tripura,1959,25,0,0,0,0,25,25
Tripura,1958,61,0,1,0,0,62,62
Tripura,1957,44,0,0,0,0,44,44
Tripura,1956,90,0,2,0,0,92,92
Tripura,1955,125,0,1,3,1,130,130
Tripura,1954,123,0,1,0,0,124,124
Tripura,1953,65,0,0,0,0,65,65
Tripura,1952,188,0,1,0,3,192,192
Tripura,1951,46,0,5,0,0,51,51
Tripura,1950,59,0,3,0,1,63,63
Tripura,1949,31,0,3,0,0,34,34
Tripura,1948,45,0,4,0,0,49,49
Tripura,1947,27,0,0,0,0,27,27
Tripura,1946,40,0,0,0,0,40,40
Tripura,1945,27,0,1,0,0,28,28
Tripura,1944,6,0,0,0,0,6,6
Tripura,1943,10,0,0,1,1,12,12
Tripura,1942,14,0,1,1,0,16,16
Tripura,1941,3,0,0,0,0,3,3
Tripura,1940,10,0,0,0,0,10,10
Tripura,1939,3,0,0,0,0,3,3
Tripura,1938,5,0,0,0,0,5,5
Tripura,1937,7,0,0,0,1,8,8
Tripura,1936,2,0,0,0,0,2,2
Tripura,1935,3,0,1,0,0,4,4
Tripura,1933,3,0,0,0,0,3,3
Tripura,1932,2,0,0,0,0,2,2
Tripura,1931,2,0,0,0,0,2,2
Tripura,1930,4,0,0,0,0,4,4
Tripura,1929,2,0,0,0,0,2,2
Tripura,1928,3,0,0,0,0,3,3
Tripura,1927,2,0,0,0,0,2,2
Tripura,1926,2,0,0,0,0,2,2
Tripura,1925,1,0,0,0,0,1,1
Tripura,1921,2,0,0,0,0,2,2
Tripura,1920,1,0,0,0,0,1,1
Tripura,1919,0,0,0,0,1,1,1
Tripura,1917,2,0,0,0,0,2,2
Tripura,1912,1,0,0,0,0,1,1
Tripura,1910,1,0,0,0,0,1,1
Tripura,1909,2,0,0,0,0,2,2
Tripura,1906,2,0,0,0,0,2,2
Tripura,1905,2,0,0,0,0,2,2
Tripura,1904,1,0,0,0,0,1,1
Tripura,1903,2,0,0,0,1,3,3
Tripura,1898,2,0,0,0,0,2,2
Tripura,1894,1,0,0,0,0,1,1
Tripura,1892,3,0,0,0,0,3,3
Tripura,1872,1,0,0,0,0,1,1
Tripura,1871,1,0,0,0,0,1,1
Tripura,1863,1,0,0,0,0,1,1
Tripura,1856,1,0,0,0,0,1,1
Uttarakhand,2022,2,0,0,2,0,4,4
Uttarakhand,2021,2,0,0,16,2,20,20
Uttarakhand,2020,1,1,0,45,17,64,64
Uttarakhand,2019,0,1,1,81,8,91,91
Uttarakhand,2018,1,0,0,105,10,116,116
Uttarakhand,2017,12,0,0,170,35,217,217
Uttarakhand,2016,15,0,0,179,41,235,235
Uttarakhand,2015,17,0,0,168,24,209,209
Uttarakhand,2014,81,0,0,159,54,294,294
Uttarakhand,2013,45,0,0,168,54,267,267
Uttarakhand,2012,55,0,2,150,21,228,228
Uttarakhand,2011,115,0,0,125,19,259,259
Uttarakhand,2010,133,2,0,129,24,288,288
Uttarakhand,2009,257,0,0,140,15,412,412
Uttarakhand,2008,400,0,0,119,15,534,534
Uttarakhand,2007,385,1,1,101,7,495,495
Uttarakhand,2006,570,1,0,148,9,728,728
Uttarakhand,2005,332,0,3,153,7,495,495
Uttarakhand,2004,370,6,2,165,20,563,563
Uttarakhand,2003,166,6,2,170,8,352,352
Uttarakhand,2002,125,1,3,145,12,286,286
Uttarakhand,2001,172,1,0,176,4,353,353
Uttarakhand,2000,324,0,9,225,12,570,570
Uttarakhand,1999,261,3,9,148,3,424,424
Uttarakhand,1998,498,1,21,157,10,687,687
Uttarakhand,1997,401,0,12,140,6,559,559
Uttarakhand,1996,279,0,10,138,9,436,436
Uttarakhand,1995,335,0,12,126,12,485,485
Uttarakhand,1994,367,2,13,129,1,512,512
Uttarakhand,1993,282,3,7,124,5,421,421
Uttarakhand,1992,349,0,11,133,4,497,497
Uttarakhand,1991,308,0,7,92,0,407,407
Uttarakhand,1990,296,0,9,112,3,420,420
Uttarakhand,1989,297,3,13,96,2,411,411
Uttarakhand,1988,176,3,11,76,3,269,269
Uttarakhand,1987,139,6,6,69,0,220,220
Uttarakhand,1986,348,2,9,57,1,417,417
Uttarakhand,1985,285,1,10,45,3,344,344
Uttarakhand,1984,207,1,8,49,0,265,265
Uttarakhand,1983,105,2,8,51,3,169,169
Uttarakhand,1982,227,2,9,38,0,276,276
Uttarakhand,1981,187,1,10,28,1,227,227
Uttarakhand,1980,237,2,11,50,2,302,302
Uttarakhand,1979,309,0,13,28,0,350,350
Uttarakhand,1978,366,0,10,39,0,415,415
Uttarakhand,1977,131,0,9,22,0,162,162
Uttarakhand,1976,213,0,5,19,0,237,237
Uttarakhand,1975,260,1,9,12,2,284,284
Uttarakhand,1974,157,0,8,9,2,176,176
Uttarakhand,1973,98,1,11,16,0,126,126
Uttarakhand,1972,185,0,16,20,0,221,221
Uttarakhand,1971,80,1,6,11,0,98,98
Uttarakhand,1970,94,0,7,11,1,113,113
Uttarakhand,1969,88,0,17,8,1,114,114
Uttarakhand,1968,111,0,11,13,0,135,135
Uttarakhand,1967,76,0,9,7,0,92,92
Uttarakhand,1966,71,1,9,3,0,84,84
Uttarakhand,1965,238,1,16,10,1,266,266
Uttarakhand,1964,276,4,16,9,0,305,305
Uttarakhand,1963,181,0,15,5,0,201,201
Uttarakhand,1962,518,1,11,7,1,538,538
Uttarakhand,1961,204,0,4,4,0,212,212
Uttarakhand,1960,342,0,9,6,1,358,358
Uttarakhand,1959,93,1,4,2,1,101,101
Uttarakhand,1958,128,0,4,3,0,135,135
Uttarakhand,1957,106,0,4,2,0,112,112
Uttarakhand,1956,127,0,7,6,0,140,140
Uttarakhand,1955,82,0,7,0,0,89,89
Uttarakhand,1954,87,0,9,2,0,98,98
Uttarakhand,1953,81,0,4,5,1,91,91
Uttarakhand,1952,208,0,12,3,0,223,223
Uttarakhand,1951,73,0,5,1,0,79,79
Uttarakhand,1950,241,0,6,2,0,249,249
Uttarakhand,1949,168,0,5,2,0,175,175
Uttarakhand,1948,457,0,18,2,0,477,477
Uttarakhand,1947,167,0,9,4,0,180,180
Uttarakhand,1946,76,0,4,3,0,83,83
Uttarakhand,1945,83,0,4,2,0,89,89
Uttarakhand,1944,39,0,1,0,0,40,40
Uttarakhand,1943,24,0,5,0,0,29,29
Uttarakhand,1942,75,1,2,0,0,78,78
Uttarakhand,1941,13,0,2,3,0,18,18
Uttarakhand,1940,34,0,1,0,0,35,35
Uttarakhand,1939,22,0,2,0,0,24,24
Uttarakhand,1938,22,0,3,0,0,25,25
Uttarakhand,1937,14,0,3,1,0,18,18
Uttarakhand,1936,36,0,3,1,0,40,40
Uttarakhand,1935,63,0,3,4,0,70,70
Uttarakhand,1934,11,0,2,2,1,16,16
Uttarakhand,1933,17,0,1,0,0,18,18
Uttarakhand,1932,30,0,0,0,0,30,30
Uttarakhand,1931,15,0,2,0,0,17,17
Uttarakhand,1930,29,0,2,1,0,32,32
Uttarakhand,1929,9,0,1,0,0,10,10
Uttarakhand,1928,39,0,2,0,0,41,41
Uttarakhand,1927,17,0,4,1,0,22,22
Uttarakhand,1926,17,0,0,1,0,18,18
Uttarakhand,1925,20,0,3,0,0,23,23
Uttarakhand,1924,22,0,1,0,0,23,23
Uttarakhand,1923,12,0,0,0,0,12,12
Uttarakhand,1922,22,0,0,1,0,23,23
Uttarakhand,1921,15,0,0,1,0,16,16
Uttarakhand,1920,23,0,0,0,0,23,23
Uttarakhand,1919,20,0,1,0,0,21,21
Uttarakhand,1918,17,0,0,0,0,17,17
Uttarakhand,1917,13,0,0,1,0,14,14
Uttarakhand,1916,11,0,1,1,0,13,13
Uttarakhand,1915,17,0,0,0,0,17,17
Uttarakhand,1914,25,0,1,0,0,26,26
Uttarakhand,1913,11,0,0,0,0,11,11
Uttarakhand,1912,12,0,0,1,0,13,13
Uttarakhand,1911,7,0,0,0,0,7,7
Uttarakhand,1910,7,0,1,0,0,8,8
Uttarakhand,1909,3,0,0,1,0,4,4
Uttarakhand,1908,6,0,1,0,0,7,7
Uttarakhand,1907,7,0,2,0,0,9,9
Uttarakhand,1906,6,0,0,1,0,7,7
Uttarakhand,1905,17,0,1,0,0,18,18
Uttarakhand,1904,27,0,1,0,0,28,28
Uttarakhand,1903,7,0,0,0,0,7,7
Uttarakhand,1902,40,0,1,0,0,41,41
Uttarakhand,1901,33,0,0,3,0,36,36
Uttarakhand,1900,21,0,0,0,0,21,21
Uttarakhand,1899,1,0,1,0,0,2,2
Uttarakhand,1898,2,0,0,0,0,2,2
Uttarakhand,1897,3,0,0,0,0,3,3
Uttarakhand,1896,4,0,0,0,0,4,4
Uttarakhand,1895,9,0,0,0,0,9,9
Uttarakhand,1893,1,0,0,0,0,1,1
Uttarakhand,1892,6,0,0,0,0,6,6
Uttarakhand,1891,2,0,0,0,0,2,2
Uttarakhand,1890,11,0,0,0,0,11,11
Uttarakhand,1889,10,0,1,0,0,11,11
Uttarakhand,1888,3,1,0,1,0,5,5
Uttarakhand,1887,4,0,0,0,0,4,4
Uttarakhand,1886,2,0,0,0,0,2,2
Uttarakhand,1885,12,0,0,0,0,12,12
Uttarakhand,1884,3,0,0,0,0,3,3
Uttarakhand,1883,1,0,0,0,0,1,1
Uttarakhand,1882,5,0,0,0,0,5,5
Uttarakhand,1881,2,0,0,0,0,2,2
Uttarakhand,1880,10,0,2,0,0,12,12
Uttarakhand,1879,2,0,0,0,0,2,2
Uttarakhand,1878,2,0,0,1,0,3,3
Uttarakhand,1876,1,0,0,0,0,1,1
Uttarakhand,1875,2,0,0,0,0,2,2
Uttarakhand,1874,2,0,0,0,0,2,2
Uttarakhand,1872,3,0,1,0,0,4,4
Uttarakhand,1871,1,0,1,0,0,2,2
Uttarakhand,1870,1,0,0,0,0,1,1
Uttarakhand,1869,5,0,1,2,0,8,8
Uttarakhand,1868,1,0,0,0,0,1,1
Uttarakhand,1865,3,0,1,0,0,4,4
Uttarakhand,1862,2,0,0,0,0,2,2
Uttarakhand,1860,2,0,0,0,0,2,2
Uttarakhand,1859,0,0,1,0,0,1,1
Uttarakhand,1857,2,0,1,0,0,3,3
Uttarakhand,1856,2,0,0,0,0,2,2
Uttarakhand,1855,1,0,0,0,0,1,1
Uttarakhand,1854,0,0,1,0,0,1,1
Uttarakhand,1853,0,0,0,1,0,1,1
Uttarakhand,1852,0,0,1,0,0,1,1
Uttarakhand,1845,1,0,0,1,0,2,2
Uttarakhand,1843,0,0,1,0,0,1,1
Uttarakhand,1838,1,0,0,0,0,1,1
Uttarakhand,1833,1,0,0,0,0,1,1
Uttarakhand,1831,1,0,0,0,0,1,1
Uttarakhand,1830,1,0,0,0,0,1,1
Uttarakhand,1826,1,0,0,0,0,1,1
Uttarakhand,1825,1,0,0,0,0,1,1
Uttarakhand,1816,1,0,0,0,0,1,1
Uttarakhand,1804,1,0,0,0,0,1,1
Uttarakhand,1800,1,0,0,0,0,1,1
Uttar Pradesh,2022,7,0,0,52,3,62,62
Uttar Pradesh,2021,23,0,2,301,1,327,327
Uttar Pradesh,2020,43,5,5,520,14,587,587
Uttar Pradesh,2019,52,8,1,1794,25,1880,1880
Uttar Pradesh,2018,193,4,5,3831,37,4070,4070
Uttar Pradesh,2017,27,5,3,2925,175,3135,3135
Uttar Pradesh,2016,263,1,12,4006,836,5118,5118
Uttar Pradesh,2015,302,3,26,3894,1049,5274,5274
Uttar Pradesh,2014,964,3,10,3375,978,5330,5330
Uttar Pradesh,2013,2447,1,5,2502,862,5817,5817
Uttar Pradesh,2012,6124,0,11,2160,1047,9342,9342
Uttar Pradesh,2011,2213,3,4,1854,1078,5152,5152
Uttar Pradesh,2010,2038,5,4,2182,1256,5485,5485
Uttar Pradesh,2009,4312,1,7,2575,1023,7918,7918
Uttar Pradesh,2008,6491,3,9,3307,1086,10896,10896
Uttar Pradesh,2007,5543,5,4,3121,682,9355,9355
Uttar Pradesh,2006,5604,2,17,4306,425,10354,10354
Uttar Pradesh,2005,5653,0,14,4478,489,10634,10634
Uttar Pradesh,2004,7066,1,14,3848,353,11282,11282
Uttar Pradesh,2003,2972,12,17,3452,286,6739,6739
Uttar Pradesh,2002,2612,5,8,3557,203,6385,6385
Uttar Pradesh,2001,2975,3,15,3883,214,7090,7090
Uttar Pradesh,2000,2188,5,38,4692,336,7259,7259
Uttar Pradesh,1999,2558,5,12,2715,179,5469,5469
Uttar Pradesh,1998,3185,1,65,4441,234,7926,7926
Uttar Pradesh,1997,4577,0,16,1979,183,6755,6755
Uttar Pradesh,1996,3089,2,24,1842,117,5074,5074
Uttar Pradesh,1995,4859,4,24,2139,124,7150,7150
Uttar Pradesh,1994,1766,3,20,1356,63,3208,3208
Uttar Pradesh,1993,1298,3,14,1128,46,2489,2489
Uttar Pradesh,1992,1485,9,27,1254,64,2839,2839
Uttar Pradesh,1991,1948,4,16,806,39,2813,2813
Uttar Pradesh,1990,2069,0,34,1439,142,3684,3684
Uttar Pradesh,1989,804,4,13,877,49,1747,1747
Uttar Pradesh,1988,481,15,9,826,42,1373,1373
Uttar Pradesh,1987,469,9,25,777,41,1321,1321
Uttar Pradesh,1986,606,16,36,805,42,1505,1505
Uttar Pradesh,1985,914,5,54,917,74,1964,1964
Uttar Pradesh,1984,675,7,66,790,29,1567,1567
Uttar Pradesh,1983,455,1,65,565,29,1115,1115
Uttar Pradesh,1982,909,4,80,766,30,1789,1789
Uttar Pradesh,1981,445,4,95,474,29,1047,1047
Uttar Pradesh,1980,996,3,194,864,108,2165,2165
Uttar Pradesh,1979,1559,3,159,428,31,2180,2180
Uttar Pradesh,1978,1425,2,181,415,33,2056,2056
Uttar Pradesh,1977,813,1,196,272,28,1310,1310
Uttar Pradesh,1976,397,4,99,219,27,746,746
Uttar Pradesh,1975,900,1,121,260,52,1334,1334
Uttar Pradesh,1974,525,2,171,279,19,996,996
Uttar Pradesh,1973,354,1,187,213,12,767,767
Uttar Pradesh,1972,987,1,300,361,31,1680,1680
Uttar Pradesh,1971,449,0,213,177,22,861,861
Uttar Pradesh,1970,884,1,278,208,64,1435,1435
Uttar Pradesh,1969,498,1,226,107,16,848,848
Uttar Pradesh,1968,812,1,282,146,18,1259,1259
Uttar Pradesh,1967,581,0,273,151,18,1023,1023
Uttar Pradesh,1966,674,0,273,90,12,1049,1049
Uttar Pradesh,1965,2225,9,390,164,52,2840,2840
Uttar Pradesh,1964,2595,4,280,89,18,2986,2986
Uttar Pradesh,1963,1136,6,194,67,19,1422,1422
Uttar Pradesh,1962,3015,0,252,82,46,3395,3395
Uttar Pradesh,1961,1553,1,110,26,17,1707,1707
Uttar Pradesh,1960,2371,0,160,54,42,2627,2627
Uttar Pradesh,1959,695,1,67,31,8,802,802
Uttar Pradesh,1958,939,0,109,26,25,1099,1099
Uttar Pradesh,1957,714,0,84,22,16,836,836
Uttar Pradesh,1956,1038,0,179,37,20,1274,1274
Uttar Pradesh,1955,702,1,118,23,16,860,860
Uttar Pradesh,1954,652,0,124,35,11,822,822
Uttar Pradesh,1953,319,0,112,22,13,466,466
Uttar Pradesh,1952,1165,0,236,39,14,1454,1454
Uttar Pradesh,1951,550,0,124,16,4,694,694
Uttar Pradesh,1950,2041,1,173,38,34,2287,2287
Uttar Pradesh,1949,1004,0,100,15,4,1123,1123
Uttar Pradesh,1948,1533,0,143,19,6,1701,1701
Uttar Pradesh,1947,801,0,121,6,12,940,940
Uttar Pradesh,1946,302,0,82,8,9,401,401
Uttar Pradesh,1945,433,0,54,13,6,506,506
Uttar Pradesh,1944,125,0,47,3,8,183,183
Uttar Pradesh,1943,106,0,32,6,5,149,149
Uttar Pradesh,1942,303,0,44,9,20,376,376
Uttar Pradesh,1941,62,0,16,3,4,85,85
Uttar Pradesh,1940,325,0,27,9,6,367,367
Uttar Pradesh,1939,105,0,20,8,4,137,137
Uttar Pradesh,1938,161,0,30,11,4,206,206
Uttar Pradesh,1937,147,0,19,7,7,180,180
Uttar Pradesh,1936,182,0,27,10,3,222,222
Uttar Pradesh,1935,310,0,27,19,10,366,366
Uttar Pradesh,1934,77,0,24,6,8,115,115
Uttar Pradesh,1933,74,0,15,2,4,95,95
Uttar Pradesh,1932,199,0,28,14,11,252,252
Uttar Pradesh,1931,82,0,10,3,1,96,96
Uttar Pradesh,1930,276,0,20,4,8,308,308
Uttar Pradesh,1929,97,0,11,4,4,116,116
Uttar Pradesh,1928,159,1,15,8,4,187,187
Uttar Pradesh,1927,94,1,10,3,6,114,114
Uttar Pradesh,1926,113,0,13,8,2,136,136
Uttar Pradesh,1925,157,0,16,5,4,182,182
Uttar Pradesh,1924,101,0,16,5,7,129,129
Uttar Pradesh,1923,81,0,9,3,2,95,95
Uttar Pradesh,1922,83,0,12,8,4,107,107
Uttar Pradesh,1921,84,0,14,0,6,104,104
Uttar Pradesh,1920,265,1,18,3,6,293,293
Uttar Pradesh,1919,119,0,13,5,3,140,140
Uttar Pradesh,1918,116,0,6,3,0,125,125
Uttar Pradesh,1917,84,0,16,18,0,118,118
Uttar Pradesh,1916,85,0,16,3,1,105,105
Uttar Pradesh,1915,64,0,11,2,2,79,79
Uttar Pradesh,1914,87,0,18,0,5,110,110
Uttar Pradesh,1913,47,0,11,3,0,61,61
Uttar Pradesh,1912,68,0,18,2,0,88,88
Uttar Pradesh,1911,49,0,15,1,3,68,68
Uttar Pradesh,1910,114,0,12,4,2,132,132
Uttar Pradesh,1909,21,0,5,1,2,29,29
Uttar Pradesh,1908,42,0,10,2,4,58,58
Uttar Pradesh,1907,37,0,8,1,2,48,48
Uttar Pradesh,1906,42,0,9,2,2,55,55
Uttar Pradesh,1905,151,0,10,5,7,173,173
Uttar Pradesh,1904,199,1,11,5,3,219,219
Uttar Pradesh,1903,72,1,4,1,0,78,78
Uttar Pradesh,1902,121,0,10,1,4,136,136
Uttar Pradesh,1901,145,1,5,2,3,156,156
Uttar Pradesh,1900,113,0,1,6,2,122,122
Uttar Pradesh,1899,14,0,1,1,0,16,16
Uttar Pradesh,1898,23,1,6,1,0,31,31
Uttar Pradesh,1897,13,0,1,1,1,16,16
Uttar Pradesh,1896,18,0,2,0,0,20,20
Uttar Pradesh,1895,37,0,4,2,0,43,43
Uttar Pradesh,1894,12,0,2,0,0,14,14
Uttar Pradesh,1893,8,0,3,2,0,13,13
Uttar Pradesh,1892,19,0,5,2,0,26,26
Uttar Pradesh,1891,12,0,2,1,1,16,16
Uttar Pradesh,1890,102,0,3,2,0,107,107
Uttar Pradesh,1889,42,0,3,1,1,47,47
Uttar Pradesh,1888,17,0,2,1,0,20,20
Uttar Pradesh,1887,12,0,3,3,0,18,18
Uttar Pradesh,1886,15,0,3,0,1,19,19
Uttar Pradesh,1885,117,0,4,5,1,127,127
Uttar Pradesh,1884,19,0,1,2,0,22,22
Uttar Pradesh,1883,6,0,2,0,2,10,10
Uttar Pradesh,1882,14,1,1,5,0,21,21
Uttar Pradesh,1881,7,0,1,0,0,8,8
Uttar Pradesh,1880,47,0,2,0,1,50,50
Uttar Pradesh,1879,5,0,1,0,0,6,6
Uttar Pradesh,1878,6,0,0,0,0,6,6
Uttar Pradesh,1877,6,0,4,0,3,13,13
Uttar Pradesh,1876,6,1,0,1,0,8,8
Uttar Pradesh,1875,22,0,1,0,2,25,25
Uttar Pradesh,1874,7,0,0,0,1,8,8
Uttar Pradesh,1873,3,0,1,0,0,4,4
Uttar Pradesh,1872,15,0,0,4,0,19,19
Uttar Pradesh,1871,5,0,1,0,0,6,6
Uttar Pradesh,1870,10,0,4,1,0,15,15
Uttar Pradesh,1869,14,0,2,1,1,18,18
Uttar Pradesh,1868,9,0,2,0,0,11,11
Uttar Pradesh,1867,6,0,1,0,0,7,7
Uttar Pradesh,1866,4,0,1,2,0,7,7
Uttar Pradesh,1865,18,0,1,0,0,19,19
Uttar Pradesh,1864,5,0,0,0,0,5,5
Uttar Pradesh,1863,2,0,2,1,0,5,5
Uttar Pradesh,1862,10,0,2,0,1,13,13
Uttar Pradesh,1861,5,0,0,0,0,5,5
Uttar Pradesh,1860,24,0,0,0,0,24,24
Uttar Pradesh,1859,3,0,1,0,0,4,4
Uttar Pradesh,1858,4,0,1,0,0,5,5
Uttar Pradesh,1857,16,0,0,0,0,16,16
Uttar Pradesh,1856,8,0,0,0,1,9,9
Uttar Pradesh,1855,2,0,0,0,1,3,3
Uttar Pradesh,1854,8,0,1,0,1,10,10
Uttar Pradesh,1853,2,0,0,0,0,2,2
Uttar Pradesh,1852,4,0,1,0,0,5,5
Uttar Pradesh,1851,2,0,0,0,0,2,2
Uttar Pradesh,1850,23,0,0,0,0,23,23
Uttar Pradesh,1849,1,0,0,0,0,1,1
Uttar Pradesh,1848,0,0,1,0,0,1,1
Uttar Pradesh,1847,2,0,0,0,0,2,2
Uttar Pradesh,1846,2,0,0,1,0,3,3
Uttar Pradesh,1845,3,0,0,1,0,4,4
Uttar Pradesh,1844,2,0,0,0,0,2,2
Uttar Pradesh,1843,2,0,1,0,0,3,3
Uttar Pradesh,1842,4,0,2,1,0,7,7
Uttar Pradesh,1841,0,0,1,0,0,1,1
Uttar Pradesh,1840,6,0,2,0,0,8,8
Uttar Pradesh,1839,2,0,1,0,0,3,3
Uttar Pradesh,1838,2,0,0,0,0,2,2
Uttar Pradesh,1837,3,0,0,0,0,3,3
Uttar Pradesh,1836,4,0,0,0,0,4,4
Uttar Pradesh,1835,8,0,0,0,0,8,8
Uttar Pradesh,1834,1,0,0,0,0,1,1
Uttar Pradesh,1833,2,0,0,0,0,2,2
Uttar Pradesh,1832,2,0,0,1,0,3,3
Uttar Pradesh,1830,2,0,1,0,0,3,3
Uttar Pradesh,1829,2,0,0,0,0,2,2
Uttar Pradesh,1828,2,0,2,0,0,4,4
Uttar Pradesh,1827,2,0,0,0,0,2,2
Uttar Pradesh,1826,2,0,0,0,0,2,2
Uttar Pradesh,1825,5,0,1,0,0,6,6
Uttar Pradesh,1823,1,0,0,0,0,1,1
Uttar Pradesh,1821,1,0,0,1,0,2,2
Uttar Pradesh,1820,2,0,2,0,0,4,4
Uttar Pradesh,1819,3,0,0,0,0,3,3
Uttar Pradesh,1818,2,0,0,0,0,2,2
Uttar Pradesh,1816,2,0,0,0,0,2,2
Uttar Pradesh,1814,0,0,1,0,0,1,1
Uttar Pradesh,1813,1,0,0,0,0,1,1
Uttar Pradesh,1812,1,0,0,0,0,1,1
Uttar Pradesh,1811,1,0,0,0,0,1,1
Uttar Pradesh,1810,1,0,0,0,0,1,1
Uttar Pradesh,1809,2,0,0,0,0,2,2
Uttar Pradesh,1805,4,0,0,0,0,4,4
Uttar Pradesh,1804,2,0,0,0,0,2,2
Uttar Pradesh,1803,2,0,0,0,0,2,2
Uttar Pradesh,1802,2,0,0,0,0,2,2
Uttar Pradesh,1801,2,0,0,0,0,2,2
Uttar Pradesh,1800,9,0,0,0,0,9,9
Uttar Pradesh,1776,0,0,0,1,0,1,1
Uttar Pradesh,1765,0,0,0,1,0,1,1
Uttar Pradesh,1754,1,0,0,0,0,1,1
Uttar Pradesh,1718,0,0,0,1,0,1,1
Uttar Pradesh,1716,5,0,0,0,0,5,5
Uttar Pradesh,1715,2,0,0,0,0,2,2
West Bengal,2022,4,0,0,0,0,4,4
West Bengal,2021,12,0,0,1,0,13,13
West Bengal,2020,22,2,0,11,0,35,35
West Bengal,2019,75,2,0,58,3,138,138
West Bengal,2018,108,0,0,140,12,260,260
West Bengal,2017,110,2,1,288,58,459,459
West Bengal,2016,193,0,0,379,68,640,640
West Bengal,2015,338,0,1,395,83,817,817
West Bengal,2014,441,0,1,322,55,819,819
West Bengal,2013,303,0,0,243,56,602,602
West Bengal,2012,368,0,0,336,48,752,752
West Bengal,2011,839,1,0,250,53,1143,1143
West Bengal,2010,1444,7,2,357,61,1871,1871
West Bengal,2009,1190,1,0,361,69,1621,1621
West Bengal,2008,694,0,1,318,49,1062,1062
West Bengal,2007,159,5,0,290,54,508,508
West Bengal,2006,277,4,0,300,59,640,640
West Bengal,2005,582,5,3,368,70,1028,1028
West Bengal,2004,733,0,2,333,60,1128,1128
West Bengal,2003,3549,4,1,314,43,3911,3911
West Bengal,2002,3570,1,0,313,57,3941,3941
West Bengal,2001,3316,0,3,276,44,3639,3639
West Bengal,2000,4999,0,1,428,85,5513,5513
West Bengal,1999,2373,0,1,301,46,2721,2721
West Bengal,1998,534,1,0,237,34,806,806
West Bengal,1997,406,1,1,199,22,629,629
West Bengal,1996,40,0,1,171,22,234,234
West Bengal,1995,29,2,1,270,42,344,344
West Bengal,1994,15,2,0,201,22,240,240
